"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","First_Author","Title","Publication_Year","Publication_Year_Z","Journal","Impact_Factor","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","First_Population","Second_Population","Plasticity_Category","Type","T1","T1_Number","T2","T2_Number","Treatment_Unit","high","Category","Measurement","Trait_Unit","Total_Shared_Control","Shared_Animal_Number","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)","Effect_Size","Variance","Effect_Size_Type","Variance_Type","Percentage_Transformation","Proportion_Transformation","n_(P1T1)_Adjusted","Mean_(P1T1)_Adjusted","SD_(P1T1)_Adjusted","n_(P1T2)_Adjusted","Mean_(P1T2)_Adjusted","SD_(P1T2)_Adjusted","n_(P2T1)_Adjusted","Mean_(P2T1)_Adjusted","SD_(P2T1)_Adjusted","n_(P2T2)_Adjusted","Mean_(P2T2)_Adjusted","SD_(P2T2)_Adjusted","Effect_Size_Adjusted","Variance_Adjusted","Precision","Effect_Size_Type_Adjusted","Variance_Type_Adjusted","Precision_Type"
31,5,1,5.3,5.5,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Stebbins","Castle Rock","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,20,5,189,20.1246117974981,5,807,87.2066511224918,5,137,13.4164078649987,5,583,62.6099033699941,0.00337039268793937,0.0088277776906835,0.000198258393408198,0.0122879853031402,"No","No",0.714285714285714,189,20.1246117974981,0.714285714285714,807,87.2066511224918,0.714285714285714,137,13.4164078649987,0.714285714285714,583,62.6099033699941,0.00337039268793937,0.0617944438347845,-0.13267137628641,0.000198258393408198,0.0652546514472412,0.055463438522793
32,5,1,5.3,5.6,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Stebbins","Mt Diablo","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,21,5,189,20.1246117974981,5,807,87.2066511224918,5,144,15.6524758424985,5,616,64.8459713474939,-0.00185701074721223,0.00918245679021209,-0.000109235926306602,0.0126426644026688,"No","No",0.714285714285714,189,20.1246117974981,0.714285714285714,807,87.2066511224918,0.714285714285714,144,15.6524758424985,0.714285714285714,616,64.8459713474939,-0.00185701074721223,0.0642771975314847,-0.132807879361128,-0.000109235926306602,0.0677374051439414,0.0314047347516796
33,5,1,5.3,5.7,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Stebbins","Yosemite","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,22,5,189,20.1246117974981,5,807,87.2066511224918,2,143,14.142135623731,4,612,78,-0.00231099904211263,0.0135542387007354,-0.000135941120124272,0.0170144463131921,"No","No",0.714285714285714,189,20.1246117974981,0.714285714285714,807,87.2066511224918,0.285714285714286,143,14.142135623731,0.571428571428571,612,78,-0.00231099904211263,0.0948796709051475,-0.133903705318688,-0.000135941120124272,0.0983398785176043,-0.165373437860795
34,5,1,5.3,5.8,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Stebbins","Palomar","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,23,5,189,20.1246117974981,5,807,87.2066511224918,5,145,15.6524758424985,5,619,71.5541752799933,0.000205122946284497,0.00960615059156529,1.2066055663794e-05,0.013066358204022,"No","No",0.714285714285714,189,20.1246117974981,0.714285714285714,807,87.2066511224918,0.714285714285714,145,15.6524758424985,0.714285714285714,619,71.5541752799933,0.000205122946284497,0.067243054140957,-0.13295773080927,1.2066055663794e-05,0.0707032617534138,0.00487940676712357
35,5,1,5.4,5.5,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Quail Ridge","Castle Rock","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,24,5,149,15.6524758424985,5,636,67.0820393249937,5,137,13.4164078649987,5,583,62.6099033699941,0.00304599687229601,0.00865679065907618,0.000179176286605648,0.0121169982715329,"No","No",0.714285714285714,149,15.6524758424985,0.714285714285714,636,67.0820393249937,0.714285714285714,137,13.4164078649987,0.714285714285714,583,62.6099033699941,0.00304599687229601,0.0605975346135332,-0.132601573624034,0.000179176286605648,0.06405774222599,0.0677281328532152
36,5,1,5.4,5.6,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Quail Ridge","Mt Diablo","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,25,5,149,15.6524758424985,5,636,67.0820393249937,5,144,15.6524758424985,5,616,64.8459713474939,-0.00218140656285559,0.00901146975860477,-0.000128318033109152,0.0124716773710615,"No","No",0.714285714285714,149,15.6524758424985,0.714285714285714,636,67.0820393249937,0.714285714285714,144,15.6524758424985,0.714285714285714,616,64.8459713474939,-0.00218140656285559,0.0630802883102334,-0.132743414096788,-0.000128318033109152,0.0665404959226902,0.0427790494905284
37,5,1,5.4,5.7,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Quail Ridge","Yosemite","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,26,5,149,15.6524758424985,5,636,67.0820393249937,2,143,14.142135623731,4,612,78,-0.00263539485775599,0.013383251669128,-0.000155023226926823,0.0168434592815848,"No","No",0.714285714285714,149,15.6524758424985,0.714285714285714,636,67.0820393249937,0.285714285714286,143,14.142135623731,0.571428571428571,612,78,-0.00263539485775599,0.0936827616838963,-0.133874298806566,-0.000155023226926823,0.097142969296353,-0.160006843263789
38,5,1,5.4,5.8,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Quail Ridge","Palomar","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,27,5,149,15.6524758424985,5,636,67.0820393249937,5,145,15.6524758424985,5,619,71.5541752799933,-0.000119272869358866,0.00943516355995797,-7.01605113875684e-06,0.0128953711724147,"No","No",0.714285714285714,149,15.6524758424985,0.714285714285714,636,67.0820393249937,0.714285714285714,145,15.6524758424985,0.714285714285714,619,71.5541752799933,-0.000119272869358866,0.0660461449197058,-0.132898876066345,-7.01605113875684e-06,0.0695063525321625,0.0153116062341695
39,5,1,5.5,5.6,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Castle Rock","Mt Diablo","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,28,5,137,13.4164078649987,5,583,62.6099033699941,5,144,15.6524758424985,5,616,64.8459713474939,-0.0052274034351516,0.00880406264173479,-0.0003074943197148,0.0122642702541915,"No","No",0.714285714285714,137,13.4164078649987,0.714285714285714,583,62.6099033699941,0.714285714285714,144,15.6524758424985,0.714285714285714,616,64.8459713474939,-0.0052274034351516,0.0616284384921435,-0.13266185695095,-0.0003074943197148,0.0650886461046003,0.0571375484469328
40,5,1,5.5,5.7,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Castle Rock","Yosemite","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,29,5,137,13.4164078649987,5,583,62.6099033699941,2,143,14.142135623731,4,612,78,-0.005681391730052,0.0131758445522581,-0.000334199513532471,0.0166360521647148,"No","No",0.714285714285714,137,13.4164078649987,0.714285714285714,583,62.6099033699941,0.285714285714286,143,14.142135623731,0.571428571428571,612,78,-0.005681391730052,0.0922309118658064,-0.133837604332694,-0.000334199513532471,0.0956911194782631,-0.153316979051201
41,5,1,5.5,5.8,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Castle Rock","Palomar","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,30,5,137,13.4164078649987,5,583,62.6099033699941,5,145,15.6524758424985,5,619,71.5541752799933,-0.00316526974165487,0.00922775644308798,-0.000186192337744404,0.0126879640555447,"No","No",0.714285714285714,137,13.4164078649987,0.714285714285714,583,62.6099033699941,0.714285714285714,145,15.6524758424985,0.714285714285714,619,71.5541752799933,-0.00316526974165487,0.0645942951016159,-0.132824557860595,-0.000186192337744404,0.0680545027140726,0.0284583727079553
42,5,1,5.6,5.7,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Mt Diablo","Yosemite","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,31,5,144,15.6524758424985,5,616,64.8459713474939,2,143,14.142135623731,4,612,78,-0.000453988294900398,0.0135305236517867,-2.67051938176705e-05,0.0169907312642434,"No","No",0.714285714285714,144,15.6524758424985,0.714285714285714,616,64.8459713474939,0.285714285714286,143,14.142135623731,0.571428571428571,612,78,-0.000453988294900398,0.0947136655625066,-0.133899671174572,-2.67051938176705e-05,0.0981738731749633,-0.164636933893677
43,5,1,5.6,5.8,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Mt Diablo","Palomar","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,32,5,144,15.6524758424985,5,616,64.8459713474939,5,145,15.6524758424985,5,619,71.5541752799933,0.00206213369349673,0.00958243554261658,0.000121301981970396,0.0130426431550733,"No","No",0.714285714285714,144,15.6524758424985,0.714285714285714,616,64.8459713474939,0.714285714285714,145,15.6524758424985,0.714285714285714,619,71.5541752799933,0.00206213369349673,0.0670770487983161,-0.132949693404393,0.000121301981970396,0.0705372564107728,0.00630515443560562
44,5,1,5.7,5.8,1,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Yosemite","Palomar","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Chill Coma Recovery Time","s",7,33,2,143,14.142135623731,4,612,78,5,145,15.6524758424985,5,619,71.5541752799933,0.00251612198839712,0.0139542174531398,0.000148007175788066,0.0174144250655966,"No","No",0.285714285714286,143,14.142135623731,0.571428571428571,612,78,0.714285714285714,145,15.6524758424985,0.714285714285714,619,71.5541752799933,0.00251612198839712,0.0976795221719789,-0.133969679410919,0.000148007175788066,0.101139729784436,-0.177431072573515
45,5,1,5.1,5.2,1,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Berkeley","Whittier","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Heat Knockdown","s",7,34,5,41,11.1803398874989,5,87,24.5967477524977,5,60,15.6524758424985,5,127,33.5410196624969,0.00249352771378497,0.0584194986953699,0.000146678100810881,0.0618797063078266,"No","No",0.714285714285714,41,11.1803398874989,0.714285714285714,87,24.5967477524977,0.714285714285714,60,15.6524758424985,0.714285714285714,127,33.5410196624969,0.00249352771378497,0.408936490867589,-0.135671347478018,0.000146678100810881,0.412396698480046,-0.497070785925234
46,5,1,5.1,5.3,1,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Berkeley","Stebbins","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Heat Knockdown","s",7,35,5,41,11.1803398874989,5,87,24.5967477524977,5,50,13.4164078649987,5,106,29.0688837074973,0.000919963266354795,0.0602992995204436,5.41154862561644e-05,0.0637595071329004,"No","No",0.714285714285714,41,11.1803398874989,0.714285714285714,87,24.5967477524977,0.714285714285714,50,13.4164078649987,0.714285714285714,106,29.0688837074973,0.000919963266354795,0.422095096643105,-0.135687995355105,5.41154862561644e-05,0.425555304255562,-0.500282355284435
47,5,1,5.1,5.4,1,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Berkeley","Quail Ridge","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Heat Knockdown","s",7,36,5,41,11.1803398874989,5,87,24.5967477524977,5,46,13.4164078649987,5,98,26.8328157299975,-0.00399003023120148,0.0628653448014627,-0.000234707660658911,0.0663255524139195,"No","No",0.714285714285714,41,11.1803398874989,0.714285714285714,87,24.5967477524977,0.714285714285714,46,13.4164078649987,0.714285714285714,98,26.8328157299975,-0.00399003023120148,0.440057413610239,-0.135709113602085,-0.000234707660658911,0.443517621222696,-0.50435872987813
48,5,1,5.1,5.5,1,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Berkeley","Castle Rock","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Heat Knockdown","s",7,37,5,41,11.1803398874989,5,87,24.5967477524977,5,47,13.4164078649987,5,101,26.8328157299975,-0.0126368631809255,0.0612715897490352,-0.000743344892995617,0.064731797361492,"No","No",0.714285714285714,41,11.1803398874989,0.714285714285714,87,24.5967477524977,0.714285714285714,47,13.4164078649987,0.714285714285714,101,26.8328157299975,-0.0126368631809255,0.428901128243246,-0.13569620532611,-0.000743344892995617,0.432361335855703,-0.501866773113767
49,5,1,5.1,5.6,1,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Berkeley","Mt Diablo","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Heat Knockdown","s",7,38,5,41,11.1803398874989,5,87,24.5967477524977,5,48,13.4164078649987,5,102,29.0688837074973,-0.00143575042610378,0.0627271120871249,-8.44559074178692e-05,0.0661873196995817,"No","No",0.714285714285714,41,11.1803398874989,0.714285714285714,87,24.5967477524977,0.714285714285714,48,13.4164078649987,0.714285714285714,102,29.0688837074973,-0.00143575042610378,0.439089784609875,-0.135708019994891,-8.44559074178692e-05,0.442549992222331,-0.504147568602502
50,5,1,5.1,5.7,1,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Berkeley","Yosemite","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Heat Knockdown","s",7,39,5,41,11.1803398874989,5,87,24.5967477524977,5,85,24.5967477524977,5,182,49.1934955049954,-0.00901937863620272,0.0622175263930028,-0.000530551684482513,0.0656777340054595,"No","No",0.714285714285714,41,11.1803398874989,0.714285714285714,87,24.5967477524977,0.714285714285714,85,24.5967477524977,0.714285714285714,182,49.1934955049954,-0.00901937863620272,0.435522684751019,-0.135703946508111,-0.000530551684482513,0.438982892363476,-0.503361095359319
51,5,1,5.1,5.8,1,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,1.47601969721816,"Ecology and Evolution",2.881,"Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","Prenolepis imparis","Terrestrial","Berkeley","Palomar","Acclimation","Temperature","10",10,"27",27,"℃","T2","Tolerance","Heat Knockdown","s",7,40,5,41,11.1803398874989,5,87,24.5967477524977,5,46,13.4164078649987,5,99,26.8328157299975,-0.014142401695219,0.0625639705271226,-0.000831905982071704,0.0660241781395794,"No","No",0.714285714285714,41,11.1803398874989,0.714285714285714,87,24.5967477524977,0.714285714285714,46,13.4164078649987,0.714285714285714,99,26.8328157299975,-0.014142401695219,0.437947793689858,-0.135706723107904,-0.000831905982071704,0.441408001302315,-0.503897166062518
