"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","RNG","First_Author","Title","Publication_Year","Journal","Impact_Factor","Scientific_Name","Ecosystem","First_Population","Second_Population","Type","T1","T2","Treatment_Unit","Category","Measurement","Trait_Unit","Percentage_Transformation","Proportion_Transformation","Plasticity_Category","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)"
62,5,1,5.3,5.8,1,2,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Stebbins","Palomar","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,50,13.4164078649987,5,106,29.0688837074973,5,46,13.4164078649987,5,99,26.8328157299975
63,5,1,5.4,5.5,1,2,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Quail Ridge","Castle Rock","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,46,13.4164078649987,5,98,26.8328157299975,5,47,13.4164078649987,5,101,26.8328157299975
64,5,1,5.4,5.6,1,2,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Quail Ridge","Mt Diablo","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,46,13.4164078649987,5,98,26.8328157299975,5,48,13.4164078649987,5,102,29.0688837074973
65,5,1,5.4,5.7,1,2,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Quail Ridge","Yosemite","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,46,13.4164078649987,5,98,26.8328157299975,5,85,24.5967477524977,5,182,49.1934955049954
66,5,1,5.4,5.8,1,2,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Quail Ridge","Palomar","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,46,13.4164078649987,5,98,26.8328157299975,5,46,13.4164078649987,5,99,26.8328157299975
67,5,1,5.5,5.6,1,2,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Castle Rock","Mt Diablo","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,47,13.4164078649987,5,101,26.8328157299975,5,48,13.4164078649987,5,102,29.0688837074973
68,5,1,5.5,5.7,1,2,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Castle Rock","Yosemite","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,47,13.4164078649987,5,101,26.8328157299975,5,85,24.5967477524977,5,182,49.1934955049954
69,5,1,5.5,5.8,1,2,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Castle Rock","Palomar","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,47,13.4164078649987,5,101,26.8328157299975,5,46,13.4164078649987,5,99,26.8328157299975
70,5,1,5.6,5.7,1,2,1,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Mt Diablo","Yosemite","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,48,13.4164078649987,5,102,29.0688837074973,5,85,24.5967477524977,5,182,49.1934955049954
71,5,1,5.6,5.8,1,2,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Mt Diablo","Palomar","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,48,13.4164078649987,5,102,29.0688837074973,5,46,13.4164078649987,5,99,26.8328157299975
72,5,1,5.7,5.8,1,2,2,"Tonione, M. A.","Intraspecific variation in thermal acclimation and tolerance between populations of the winter ant, Prenolepis imparis",2020,"Ecology and Evolution",2.881,"Prenolepis imparis","Terrestrial","Yosemite","Palomar","Temperature","10","27","℃","Tolerance","Heat Knockdown","s","No","No","Acclimation",5,85,24.5967477524977,5,182,49.1934955049954,5,46,13.4164078649987,5,99,26.8328157299975
73,6,1,6.1,6.2,1,1,2,"Gillis, M. K.","Individual variation in plasticity dulls transgenerational responses to stress",2019,"Functional Ecology",5.608,"Daphnia pulicaria","Aquatic","Lake Allequash","Lake Mendota","Diet","Absent","Present",NA,"Life-History Traits","Fecundity","Eggs","No","No","Developmental",13,52.25,14.4489442777229,13,37.3012820512821,4.45652071947128,32,71.0885416666667,10.190192626327,32,33.4661458333333,4.69188937261492
74,6,1,6.1,6.2,1,2,2,"Gillis, M. K.","Individual variation in plasticity dulls transgenerational responses to stress",2019,"Functional Ecology",5.608,"Daphnia pulicaria","Aquatic","Lake Allequash","Lake Mendota","Diet","Absent","Present",NA,"Life-History Traits","Interclutch Interval","Days","No","No","Developmental",13,2.77991452991453,0.0965329657955258,13,2.89316239316239,0.0767844588316891,32,2.84375,0.129089804471456,32,2.97135416666667,0.107115518572224
75,6,1,6.1,6.2,1,3,2,"Gillis, M. K.","Individual variation in plasticity dulls transgenerational responses to stress",2019,"Functional Ecology",5.608,"Daphnia pulicaria","Aquatic","Lake Allequash","Lake Mendota","Diet","Absent","Present",NA,"Morphology","Size at Maturation","mm","No","No","Developmental",13,1.91067307692308,0.180475309501725,13,1.86717307692308,0.116847094913582,32,2.29316666666667,0.173870649300484,32,2.0307890625,0.177447892276257
76,6,1,6.1,6.2,2,1,2,"Gillis, M. K.","Individual variation in plasticity dulls transgenerational responses to stress",2019,"Functional Ecology",5.608,"Daphnia pulicaria","Aquatic","Lake Allequash","Lake Mendota","Diet","Absent","Present",NA,"Life-History Traits","Fecundity","Eggs","No","No","Developmental",13,52.25,14.4489442777229,13,10.6410256410256,2.74439340414146,32,71.0885416666667,10.190192626327,27,9.61728395061728,2.60785090763294
77,6,1,6.1,6.2,2,2,1,"Gillis, M. K.","Individual variation in plasticity dulls transgenerational responses to stress",2019,"Functional Ecology",5.608,"Daphnia pulicaria","Aquatic","Lake Allequash","Lake Mendota","Diet","Absent","Present",NA,"Life-History Traits","Interclutch Interval","Days","No","No","Developmental",13,2.77991452991453,0.0965329657955258,13,3.24358974358974,0.199714896505093,32,2.84375,0.129089804471456,30,3.28055555555556,0.187456536753356
78,6,1,6.1,6.2,2,3,2,"Gillis, M. K.","Individual variation in plasticity dulls transgenerational responses to stress",2019,"Functional Ecology",5.608,"Daphnia pulicaria","Aquatic","Lake Allequash","Lake Mendota","Diet","Absent","Present",NA,"Morphology","Size at Maturation","mm","No","No","Developmental",13,1.91067307692308,0.180475309501725,13,1.56946153846154,0.098128957901923,32,2.29316666666667,0.173870649300484,32,1.63037239583333,0.115142272100827
79,7,1,7.1,7.2,1,1,2,"Abayarathna, T.","Higher incubation temperatures produce long-lasting upward shifts in cold tolerance, but not heat tolerance, of hatchling geckos",2019,"Biology Open",2.422,"Amalosia lesueurii","Terrestrial","Nowra","Dharawal National Park","Temperature Regime","Low","High","℃","Morphology","Snout Vent Length","mm","No","No","Developmental",21,24.8571428571429,2.03188863586847,7,21.2857142857143,1.70433620649269,13,26.1538461538462,1.95133090676397,11,21.5454545454545,1.9679246105294
80,7,1,7.1,7.2,1,2,2,"Abayarathna, T.","Higher incubation temperatures produce long-lasting upward shifts in cold tolerance, but not heat tolerance, of hatchling geckos",2019,"Biology Open",2.422,"Amalosia lesueurii","Terrestrial","Nowra","Dharawal National Park","Temperature Regime","Low","High","℃","Morphology","Tail Length","mm","No","No","Developmental",21,20.952380952381,2.26883649644902,7,19.2857142857143,2.1380899352994,13,21.1538461538462,1.95133090676397,11,19,2.48997991959775
81,7,1,7.1,7.2,1,3,2,"Abayarathna, T.","Higher incubation temperatures produce long-lasting upward shifts in cold tolerance, but not heat tolerance, of hatchling geckos",2019,"Biology Open",2.422,"Amalosia lesueurii","Terrestrial","Nowra","Dharawal National Park","Temperature Regime","Low","High","℃","Morphology","Weight","g","No","No","Developmental",21,0.419047619047619,0.0619600485720248,7,0.311428571428571,0.0735818300552909,13,0.431538461538461,0.0566930556955844,11,0.309090909090909,0.067000678422617
82,8,1,8.1,8.2,1,1,2,"Lin, T. E.","Low cold tolerance of the invasive lizard Eutropis multifasciata constrains its potential elevation distribution in Taiwan",2019,"Journal of Thermal Biology",2.902,"Eutropis multifasciata","Terrestrial","Kaohsiung","Yunlin","Temperature","20","25","℃","Tolerance","Critical Thermal Minimum","℃","No","No","Acclimation",12,12.1,1.2,13,13.3,0.6,11,12,0.7,11,11.6,1.1
83,9,1,9.1,9.2,1,1,2,"Christensen, E. A. F.","Maximum salinity tolerance and osmoregulatory capabilities of European perch Perca fluviatilis populations originating from different salinity habitats",2019,"Conservation Physiology",3.079,"Perca fluviatilis","Aquatic","Køge Bugt","Lake Esrom","Salinity","0","10","psu","Biochemical Assay","Plasma Osmolality","mOsm kg-1","No","No","Acclimation",7,298.821548821549,8.90825357260815,5,308.080808080808,7.52884840909016,9,286.195286195286,5.05050505050502,8,304.713804713805,4.76166182617217
84,10,1,10.1,10.2,1,1,2,"May, C.","Geographic Variation in Larval Metabolic Rate Between Northern and Southern Populations of the Invasive Gypsy Moth",2018,"Journal of Insect Science",1.857,"Lymantria dispar","Terrestrial","Quebec","North Carolina","Temperature","22","28","℃","Physiological","Metabolic Rate","µL/hr/g","No","No","Developmental",10,708.8,51.2288980947277,5,928.2,55.9016994374947,10,603.8,155.267833114267,6,920.3,67.6059169008157
85,11,1,11.1,11.2,1,1,1,"Petino Zappala, M. A.","Study of Natural Genetic Variation in Early Fitness Traits Reveals Decoupling Between Larval and Pupal Developmental Time in Drosophila melanogaster",2018,"Evolutionary Biology",3.119,"Drosophila melanogaster","Terrestrial","Lavalle","Uspallata","Temperature","17","25","℃","Life-History Traits","Pupal Development Time","Hours","No","No","Developmental",34,202.28813559322,21.9491525423729,34,94.3220338983051,15.4237288135593,34,218.898305084746,18.3898305084747,34,96.6949152542373,13.0508474576271
86,11,1,11.1,11.2,1,2,1,"Petino Zappala, M. A.","Study of Natural Genetic Variation in Early Fitness Traits Reveals Decoupling Between Larval and Pupal Developmental Time in Drosophila melanogaster",2018,"Evolutionary Biology",3.119,"Drosophila melanogaster","Terrestrial","Lavalle","Uspallata","Temperature","17","25","℃","Morphology","Height","mm","No","No","Developmental",34,8.51649928263989,2.39024390243902,34,6.78909612625538,1.90817790530847,34,10.5251076040172,3.03299856527977,34,6.76901004304161,2.30989956958393
87,12,1,12.1,12.2,1,1,2,"Gibbons, T. C.","Gene expression plasticity in response to salinity acclimation in threespine stickleback ecotypes from different salinity habitats",2017,"Molecular Ecology",6.185,"Gasterosteus aculeatus","Aquatic","Oyster lagoon","Trout Lake","Salinity","0.3","11","ppt","Gene Expression","trpv6","Relative Expression","No","No","Acclimation",8,2.37037037037037,1.15731056956105,8,1.65079365079365,1.1972178305804,8,4.61375661375661,1.31693961363844,8,1.63668430335097,1.23712509159974
88,12,1,12.1,12.2,1,2,1,"Gibbons, T. C.","Gene expression plasticity in response to salinity acclimation in threespine stickleback ecotypes from different salinity habitats",2017,"Molecular Ecology",6.185,"Gasterosteus aculeatus","Aquatic","Oyster lagoon","Trout Lake","Salinity","0.3","11","ppt","Gene Expression","atp1a1a.5","Relative Expression","No","No","Acclimation",8,1.08544303797468,0.358028749967873,8,0.449367088607595,0.161112937485542,8,1.30696202531646,0.241669406228313,8,0.579113924050633,0.232718687479116
89,12,1,12.1,12.2,1,3,1,"Gibbons, T. C.","Gene expression plasticity in response to salinity acclimation in threespine stickleback ecotypes from different salinity habitats",2017,"Molecular Ecology",6.185,"Gasterosteus aculeatus","Aquatic","Oyster lagoon","Trout Lake","Salinity","0.3","11","ppt","Gene Expression","slc9a3.2","Relative Expression","No","No","Acclimation",8,2,1.21632019698983,8,0.395904436860068,0.30890671669583,8,1.72013651877133,0.482666744837233,8,0.348122866894197,0.231680037521873
90,13,1,13.1,13.2,1,1,2,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Temperature","20","25","℃","Gene Expression","HSP75","Ct","No","No","Acclimation",48,33.5247208931419,1.49397345313202,48,33.2615629984051,1.35303256132711,36,30.5342902711324,1.12293721316277,36,31.7304625199362,1.02529049897471
91,13,1,13.1,13.2,1,2,1,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Temperature","20","25","℃","Gene Expression","IR3","Ct","No","No","Acclimation",48,32.3912386706949,1.46838267489192,48,32.0966767371601,1.25479974036218,36,29.702416918429,0.97108329736728,36,30.8277945619335,1.71095628583759
92,13,1,13.1,13.2,1,3,2,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Temperature","20","25","℃","Gene Expression","Arylphorin","Ct","No","No","Acclimation",48,32.1216848673947,1.69846747343505,48,32.2636505460218,2.35469354271678,36,28.5288611544462,1.8386449743704,36,31.0951638065523,1.97236460887007
93,13,1,13.1,13.2,1,4,1,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Temperature","20","25","℃","Gene Expression","β-1,3-glucan-binding protein","Ct","No","No","Acclimation",48,32.1101055806938,0.773070357673797,48,31.710407239819,1.25290713140236,36,29.2594268476621,1.06196324683719,36,30.6470588235294,0.646412411118291
94,13,1,13.1,13.2,1,5,2,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Temperature","20","25","℃","Gene Expression","Pro-Phenoloxidase","Ct","No","No","Acclimation",48,34.1739130434783,1.58986397292372,48,34.4257871064468,1.87603948805001,36,31.2503748125937,2.23051739436404,36,32.3478260869565,1.84499586941223
95,13,1,13.1,13.2,1,6,1,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Temperature","20","25","℃","Gene Expression","Toll-receptor","Ct","No","No","Acclimation",48,26.1845688350983,1.47060413128359,48,25.6399394856278,1.12300679116202,36,23.695915279879,1.27358053660193,36,24.6414523449319,1.69038871221711
96,13,1,13.1,13.2,2,1,2,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Humidity","50","75","%","Gene Expression","HSP75","Ct","No","No","Acclimation",48,33.4848484848485,0.986586242634335,48,33.5247208931419,1.49397345313202,36,31.1642743221691,1.31823064153892,36,30.5342902711324,1.12293721316277
97,13,1,13.1,13.2,2,2,2,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Humidity","50","75","%","Gene Expression","IR3","Ct","No","No","Acclimation",48,31.7114803625378,1.601872008973,48,32.3912386706949,1.46838267489192,36,29.6722054380665,1.52598803872002,36,29.702416918429,0.97108329736728
98,13,1,13.1,13.2,2,3,2,"Stucki, D.","Survival and gene expression under different temperature and humidity regimes in ants",2017,"PLoS ONE",3.24,"Formica exsecta","Terrestrial","Furuskär","PrästKulla","Humidity","50","75","%","Gene Expression","Arylphorin","Ct","No","No","Acclimation",48,32.5803432137285,1.89147514087085,48,32.1216848673947,1.69846747343505,36,29.9157566302652,1.8386449743704,36,28.5288611544462,1.8386449743704
